Project	Language Code	Prefix	Edits	Editors	Pages	Bytes removed (30d)	Bytes added (30d)	Avg monthly edits	Avg monthly editors
Wikipedia	smj	Wp/smj	266	19	0	0	66	2	1
Wikipedia	crg	Wp/crg	91	12	0	0	22	1	1
Wikipedia	taj	Wp/taj	287	20	0	0	100	1	1
Wikipedia	est	Wp/est	8	4	0	0	1	2	1
Wikiquote	wuu	Wq/wuu	33	10	0	0	10	1	1
Wikibooks	am	Wb/am	12	5	0	0	5	4	1
Wiktionary	cdo	Wt/cdo	1082	11	0	0	417	141	1
Wikipedia	ibb	Wp/ibb	971	29	0	0	203	2	1
Wikibooks	lad	Wb/lad	728	17	0	0	353	7	1
Wiktionary	kge	Wt/kge	88	5	0	0	27	14	1
Wikibooks	snd	Wb/snd	2	1	0	0	2	2	1
Wiktionary	pwn	Wt/pwn	261	14	0	0	97	1	1
Wikipedia	ksw	Wp/ksw	1240	29	21	0	364	2	1
Wikinews	be	Wn/be	806	20	0	0	393	7	1
Wikinews	ky	Wn/ky	29	10	0	0	7	3	1
Wikipedia	mkn	Wp/mkn	534	18	0	0	180	1	1
Wikinews	sva	Wn/sva	2	2	0	0	1	1	1
Wikipedia	mzs	Wp/mzs	216	12	0	0	87	1	1
Wikipedia	tuq	Wp/tuq	39	4	0	0	8	3	1
Wikipedia	nys	Wp/nys	13318	132	0	-40	797	14	1
Wikipedia	arp	Wp/arp	96	13	0	0	26	1	1
Wikipedia	wbl	Wp/wbl	120	21	0	0	53	1	1
Wikipedia	pdt	Wp/pdt	1792	61	43	0	322	4	1
Wikipedia	yur	Wp/yur	19	5	0	0	6	1	1
Wikipedia	rmq	Wp/rmq	65	5	4542	-653	10	24	1
Wikiquote	dtp	Wq/dtp	7	3	0	0	3	1	1
Wikiquote	nap	Wq/nap	49	8	0	0	17	1	1
Wikipedia	sxu	Wp/sxu	177	33	0	0	31	3	1
Wikipedia	enf	Wp/enf	631	26	0	0	195	1	1
Wikiquote	tk	Wq/tk	4	3	0	0	3	2	1
Wikipedia	gil	Wp/gil	337	24	0	0	61	1	1
Wikipedia	hrx	Wp/hrx	2727	37	2005	0	392	3	1
Wikibooks	ha	Wb/ha	40	19	0	0	13	1	1
Wiktionary	ilo	Wt/ilo	29	7	0	0	9	1	1
Wikibooks	scn	Wb/scn	4	3	0	0	2	2	1
Wiktionary	nap	Wt/nap	812	25	0	0	472	7	1
Wikinews	az	Wn/az	7442	82	163	0	2174	8	1
Wiktionary	wuu	Wt/wuu	71267	36	0	0	34414	59	1
Wikipedia	mjw	Wp/mjw	13	3	0	0	4	1	1
Wikipedia	mwv	Wp/mwv	139	21	0	0	27	1	1
Wikivoyage	sk	Wy/sk	1475	33	535	-1	270	11	1
Wikipedia	tsg	Wp/tsg	633	28	0	0	157	1	1
Wikipedia	apw	Wp/apw	45	7	0	0	8	1	1
Wikipedia	vmw	Wp/vmw	3099	104	0	-83	1011	10	1
Wikipedia	btx	Wp/btx	40	18	4	0	11	1	1
Wikiquote	bjn	Wq/bjn	2159	33	0	0	703	1	1
Wikipedia	shh	Wp/shh	368	11	0	0	75	1	1
Wikipedia	clw	Wp/clw	72	29	0	0	12	1	1
Wikipedia	str	Wp/str	27	7	0	0	7	1	1
Wikipedia	efi	Wp/efi	2878	21	0	0	158	2	1
Wikiquote	sva	Wq/sva	4	2	0	0	3	1	1
Wikipedia	gay	Wp/gay	77	21	6	0	12	1	1
Wiktionary	azb	Wt/azb	5184	26	0	0	3886	1	1
Wikipedia	hne	Wp/hne	60	16	0	0	25	1	1
Wikipedia	jdt	Wp/jdt	116	26	0	0	37	5	1
Wikibooks	pnb	Wb/pnb	23	9	0	0	9	1	1
Wiktionary	mnc	Wt/mnc	22456	25	0	0	7695	8	1
Wikinews	ang	Wn/ang	145	18	0	0	36	1	1
Wiktionary	tay	Wt/tay	19	5	0	0	12	5	1
Wikipedia	liv	Wp/liv	10055	117	0	0	1092	1	1
Wikinews	hr	Wn/hr	268	17	0	0	78	1	1
Wikivoyage	bg	Wy/bg	492	26	0	0	127	2	1
Wikipedia	mic	Wp/mic	1566	33	19	0	295	1	1
Wikinews	ppl	Wn/ppl	1926	29	0	0	226	2	1
Wikivoyage	kjh	Wy/kjh	3	1	0	0	3	3	1
Wikipedia	mui	Wp/mui	1651	41	0	0	244	2	1
Wikinews	yue	Wn/yue	641	36	0	0	180	1	1
Wikipedia	unm	Wp/unm	105	13	0	0	28	1	1
Wikipedia	otk	Wp/otk	11	5	0	0	1	1	1
Wikipedia	ber	Wp/ber	20	10	0	0	1	5	1
Wikipedia	yai	Wp/yai	902	48	0	0	270	19	1
Wikipedia	rad	Wp/rad	143	2	2566	-17	27	22	1
Wikiquote	av	Wq/av	38	10	0	0	12	2	1
Wikipedia	ses	Wp/ses	33	7	0	0	17	1	1
Wikipedia	ckm	Wp/ckm	1	1	0	0	1	1	1
Wikiquote	mk	Wq/mk	22	4	0	0	5	1	1
Wikipedia	std	Wp/std	1	1	0	0	1	1	1
Wikipedia	dje	Wp/dje	3	2	0	0	2	2	1
Wikipedia	tmh	Wp/tmh	6	4	0	0	1	1	1
Wikipedia	frc	Wp/frc	716	54	0	0	163	1	1
Wiktionary	arn	Wt/arn	338	14	3954	-904	51	27	1
Wikipedia	hac	Wp/hac	384	28	0	0	121	8	1
Wiktionary	egl	Wt/egl	701	15	0	0	341	1	1
Wikipedia	izh	Wp/izh	329	43	0	0	19	5	1
Wikibooks	olo	Wb/olo	1	1	0	0	1	1	1
Wikinews	ace	Wn/ace	45	4	0	0	10	1	1
Wiktionary	shi	Wt/shi	1567	22	0	0	507	1	1
Wikinews	gv	Wn/gv	5	2	0	0	1	4	1
Wikivoyage	ba	Wy/ba	418	15	70	0	54	1	1
Wikinews	nia	Wn/nia	232	8	0	0	70	7	1
Wikinews	uz	Wn/uz	100	11	0	0	44	12	1
Wikivoyage	mr	Wy/mr	813	24	733	0	136	2	1
Wikipedia	njo	Wp/njo	165	19	0	0	14	1	1
Wikipedia	udi	Wp/udi	51	23	0	0	8	1	1
Wikipedia	oma	Wp/oma	65	7	0	0	17	1	1
Wikipedia	xpq	Wp/xpq	187	11	0	0	38	1	1
Wikipedia	brx	Wp/brx	1705	42	0	0	613	1	1
Wikiquote	an	Wq/an	76	13	0	0	36	1	1
Wikipedia	cic	Wp/cic	57	9	0	0	17	1	1
Wikiquote	kge	Wq/kge	54	3	0	0	20	7	1
Wikipedia	srh	Wp/srh	34	6	0	0	13	7	1
Wikipedia	czh	Wp/czh	17	7	0	0	9	2	1
Wikiquote	rw	Wq/rw	18	6	0	0	6	1	1
Wikipedia	tkl	Wp/tkl	395	35	0	0	126	1	1
Wikipedia	fit	Wp/fit	11007	85	10241	-356	1845	2	1
Wiktionary	aer	Wt/aer	72	1	0	0	30	36	1
Wikipedia	gwi	Wp/gwi	97	6	0	0	21	1	1
Wikibooks	bal	Wb/bal	20	8	0	0	5	2	1
Wikipedia	kib	Wp/kib	1	1	0	0	1	1	1
Wikibooks	wuu	Wb/wuu	121	18	0	0	31	2	1
Wiktionary	rut	Wt/rut	2	1	0	0	1	2	1
Wikipedia	kyh	Wp/kyh	37	6	0	0	19	1	1
Wikivoyage	as	Wy/as	13	5	0	0	4	2	1
Wikipedia	lut	Wp/lut	62	4	0	0	17	1	1
Wikinews	myv	Wn/myv	34	5	0	0	13	4	1
Wikipedia	moe	Wp/moe	224	13	0	0	46	1	1
Wikinews	tl	Wn/tl	470	29	0	0	94	1	1
Wikivoyage	mn	Wy/mn	75	8	0	0	16	5	1
Wikipedia	niq	Wp/niq	387	9	0	0	127	3	1
Wikipedia	ale	Wp/ale	419	19	0	0	75	1	1
Wikivoyage	ur	Wy/ur	809	25	0	0	284	2	1
Wikipedia	pse	Wp/pse	121	36	0	0	53	1	1
Wikipedia	zza	Wp/zza	28	11	0	0	1	1	1
Wikipedia	snd	Wp/snd	12	5	0	0	1	1	1
Wikipedia	crx	Wp/crx	1	1	0	0	1	1	1
Wikipedia	esu	Wp/esu	1487	35	21	0	313	1	1
Wikiquote	xmf	Wq/xmf	89	6	0	0	36	3	1
Wikibooks	mai	Wb/mai	7	3	0	0	1	4	1
Wiktionary	ki	Wt/ki	67	7	0	0	42	1	1
Wikipedia	kfb	Wp/kfb	6	3	0	0	2	3	1
Wiktionary	rad	Wt/rad	14	1	0	0	10	14	1
Wikinews	bgn	Wn/bgn	12	5	0	0	5	2	1
Wiktionary	zgh	Wt/zgh	1033	16	0	0	149	4	1
Wikipedia	lue	Wp/lue	30	2	7537	-1343	13	1	1
Wikinews	lv	Wn/lv	10	3	0	0	6	3	1
Wikivoyage	lt	Wy/lt	91	13	18	0	22	9	1
Wikipedia	akb	Wp/akb	44	16	4	0	7	1	1
Wikipedia	tvx	Wp/tvx	6051	12	2	0	1403	1	1
Wikipedia	oaa	Wp/oaa	475	17	0	0	65	1	1
Wikipedia	wep	Wp/wep	32	10	0	0	14	2	1
Wikipedia	pey	Wp/pey	261	6	0	0	60	14	1
Wikipedia	bla	Wp/bla	370	13	0	0	72	1	1
Wikipedia	zai	Wp/zai	205	24	0	0	43	1	1
Wikipedia	rop	Wp/rop	36	8	0	0	16	1	1
Wikipedia	ccp	Wp/ccp	146	22	2448	0	33	2	1
Wikiquote	fat	Wq/fat	1	1	0	0	1	1	1
Wikipedia	enm	Wp/enm	876	58	0	0	2	2	1
Wikipedia	hsn	Wp/hsn	838	61	0	0	143	1	1
Wikipedia	jra	Wp/jra	1	1	0	0	1	1	1
Wikibooks	sd	Wb/sd	67	13	0	0	15	2	1
Wiktionary	ota	Wt/ota	31	12	0	0	10	5	1
Wikipedia	kru	Wp/kru	16	3	0	0	6	1	1
Wikinews	azb	Wn/azb	323	16	0	0	104	4	1
Wikipedia	lrc	Wp/lrc	228	22	108	0	90	1	1
Wikinews	kaa	Wn/kaa	275	7	9	0	113	2	1
Wikivoyage	ku	Wy/ku	43	11	0	0	9	1	1
Wikipedia	agx	Wp/agx	53	26	0	0	11	1	1
Wikivoyage	sq	Wy/sq	88	14	27	-12	19	27	1
