Project	Language Code	Prefix	Edits	Editors	Pages	Bytes removed (30d)	Bytes added (30d)	Avg monthly edits	Avg monthly editors
Wikipedia	fkv	Wp/fkv	2866	53	10	-10	643	3	1
Wikipedia	hne	Wp/hne	60	16	0	0	25	1	1
Wikipedia	jpn	Wp/jpn	82	21	0	0	2	1	1
Wikipedia	ksw	Wp/ksw	1240	29	21	0	364	2	1
Wikibooks	olo	Wb/olo	1	1	0	0	1	1	1
Wikipedia	lzz	Wp/lzz	2442	59	0	0	798	1	1
Wikinews	ace	Wn/ace	45	4	0	0	10	1	1
Wikipedia	mns	Wp/mns	694	32	0	0	130	1	1
Wikinews	cdo	Wn/cdo	6697	40	0	0	1065	1	1
Wiktionary	ace	Wt/ace	45	15	0	0	10	1	1
Wikipedia	niv	Wp/niv	59	24	0	0	8	1	1
Wikinews	myv	Wn/myv	34	5	0	0	13	4	1
Wiktionary	cho	Wt/cho	2	1	0	0	2	2	1
Wikipedia	otq	Wp/otq	13	7	19	0	7	1	1
Wikinews	tr	Wn/tr	121	14	0	0	52	1	1
Wiktionary	nap	Wt/nap	812	25	0	0	472	7	1
Wikivoyage	bcl	Wy/bcl	42	8	0	0	19	5	1
Wikipedia	trw	Wp/trw	43	8	0	0	14	1	1
Wikivoyage	kaa	Wy/kaa	1	1	0	0	1	1	1
Wikipedia	wep	Wp/wep	32	10	0	0	14	2	1
Wikipedia	eve	Wp/eve	83	17	0	0	8	1	1
Wikivoyage	ne	Wy/ne	215	18	0	0	42	2	1
Wikiquote	an	Wq/an	76	13	0	0	36	1	1
Wikipedia	hac	Wp/hac	384	28	0	0	121	1	1
Wikipedia	jdt	Wp/jdt	116	26	0	0	37	5	1
Wikibooks	bal	Wb/bal	20	8	0	0	5	2	1
Wikiquote	kaa	Wq/kaa	4	3	0	0	3	1	1
Wikibooks	wuu	Wb/wuu	121	18	0	0	31	2	1
Wikiquote	rw	Wq/rw	18	6	0	0	6	1	1
Wikipedia	mkn	Wp/mkn	534	18	0	0	180	1	1
Wikinews	bgn	Wn/bgn	12	5	0	0	5	2	1
Wikiquote	xmf	Wq/xmf	89	6	0	0	36	3	1
Wikipedia	nia	Wp/nia	13	6	65	-104	1	3	1
Wikinews	lv	Wn/lv	10	3	0	0	6	3	1
Wiktionary	ilo	Wt/ilo	29	7	0	0	9	1	1
Wikipedia	rad	Wp/rad	143	2	2566	-17	27	22	1
Wikipedia	akb	Wp/akb	47	16	24	-10	7	4	1
Wiktionary	mnc	Wt/mnc	22456	25	0	0	7695	1	1
Wikipedia	sgh	Wp/sgh	295	31	1238	0	99	8	1
Wikipedia	ssf	Wp/ssf	3118	57	0	0	1450	1	1
Wikipedia	bts	Wp/bts	15	4	104	-87	3	7	1
Wikipedia	tmh	Wp/tmh	6	4	0	0	1	1	1
Wikipedia	vmw	Wp/vmw	3099	104	0	-83	1011	7	1
Wikipedia	est	Wp/est	8	4	0	0	1	2	1
Wikivoyage	mni	Wy/mni	34	10	0	0	11	1	1
Wikipedia	zza	Wp/zza	28	11	0	0	1	1	1
Wikipedia	gvr	Wp/gvr	20	8	0	0	6	1	1
Wikivoyage	yue	Wy/yue	391	40	0	0	134	7	1
Wikipedia	kjj	Wp/kjj	618	26	0	0	110	1	1
Wikibooks	mai	Wb/mai	7	3	0	0	1	4	1
Wikiquote	or	Wq/or	1804	42	0	0	266	3	1
Wikipedia	min	Wp/min	7	6	0	-54	1	1	1
Wikipedia	mzs	Wp/mzs	216	12	0	0	87	1	1
Wikinews	kaa	Wn/kaa	275	7	0	0	113	2	1
Wikipedia	oac	Wp/oac	23	8	0	0	8	1	1
Wikipedia	pzh	Wp/pzh	2808	21	0	0	563	2	1
Wikipedia	agx	Wp/agx	53	26	0	0	11	1	1
Wiktionary	shi	Wt/shi	1567	22	0	0	507	1	1
Wikipedia	srb	Wp/srb	15	6	0	0	7	1	1
Wikipedia	btd	Wp/btd	92	23	27	-11	18	6	1
Wikivoyage	af	Wy/af	141	7	48	0	80	2	1
Wikipedia	tkl	Wp/tkl	395	35	0	0	126	1	1
Wikipedia	ckv	Wp/ckv	423	19	43	0	125	1	1
Wikivoyage	fit	Wy/fit	8	3	0	0	3	1	1
Wikipedia	uln	Wp/uln	45	8	0	0	10	2	1
Wikipedia	elm	Wp/elm	26	7	0	0	8	1	1
Wikivoyage	lv	Wy/lv	1376	29	0	-71	319	1	1
Wikivoyage	tt	Wy/tt	310	18	0	0	106	4	1
Wikipedia	ii	Wp/ii	2800	74	15	-81	910	5	1
Wikipedia	kim	Wp/kim	17	4	0	0	4	3	1
Wikibooks	ha	Wb/ha	40	19	0	0	13	1	1
Wikiquote	fat	Wq/fat	1	1	0	0	1	1	1
Wikipedia	ljp	Wp/ljp	96	24	1	0	24	3	1
Wikibooks	se	Wb/se	138	13	129	0	31	2	1
Wikiquote	nap	Wq/nap	49	8	0	0	17	1	1
Wikinews	anp	Wn/anp	144	10	0	0	70	3	1
Wikipedia	mvf	Wp/mvf	643	43	0	0	106	2	1
Wikinews	hu	Wn/hu	7483	160	215	0	1150	1	1
Wiktionary	arn	Wt/arn	338	14	129	0	51	15	1
Wikipedia	nxq	Wp/nxq	4	2	0	0	2	1	1
Wiktionary	gcf	Wt/gcf	190	10	0	0	90	2	1
Wikipedia	pse	Wp/pse	121	36	0	0	53	1	1
Wikipedia	abq	Wp/abq	128	32	26	0	25	1	1
Wikipedia	saz	Wp/saz	51	19	0	0	15	1	1
Wikipedia	atv	Wp/atv	202	52	28	0	36	3	1
Wiktionary	sat	Wt/sat	10681	41	32	0	2136	1	1
Wikipedia	smw	Wp/smw	28	15	109	0	9	5	1
Wikipedia	bph	Wp/bph	10	5	0	0	4	1	1
Wikivoyage	cy	Wy/cy	131	14	0	0	25	1	1
Wikipedia	dng	Wp/dng	517	54	57	0	141	6	1
Wikivoyage	ky	Wy/ky	55	8	0	0	12	6	1
Wikipedia	gay	Wp/gay	77	21	6	0	12	1	1
Wikibooks	ee	Wb/ee	1	1	0	-17	1	1	1
Wikibooks	sat	Wb/sat	30	6	0	0	12	1	1
Wikipedia	mfe	Wp/mfe	520	45	21	0	110	1	1
Wikinews	hi	Wn/hi	1092	53	0	0	270	1	1
Wiktionary	alu	Wt/alu	1	1	0	0	1	1	1
Wikipedia	non	Wp/non	744	56	19	0	120	1	1
Wikinews	om	Wn/om	15	3	0	0	3	11	1
Wiktionary	dtp	Wt/dtp	112	12	0	-61	41	1	1
Wikipedia	phr	Wp/phr	246	18	0	0	63	59	1
Wikinews	yue	Wn/yue	641	36	0	0	180	1	1
Wiktionary	ki	Wt/ki	67	7	0	0	42	1	1
Wiktionary	pms	Wt/pms	9609	32	413	0	2756	2	1
Wikipedia	sma	Wp/sma	976	57	0	-43	231	1	1
Wiktionary	wym	Wt/wym	1022	8	354	0	545	163	1
Wikipedia	tab	Wp/tab	99	32	0	0	16	1	1
Wikipedia	ccp	Wp/ccp	146	22	159	0	33	2	1
Wikipedia	tvx	Wp/tvx	6051	12	2	0	1403	1	1
Wikipedia	czo	Wp/czo	100	7	0	0	48	2	1
Wikipedia	frs	Wp/frs	1153	13	0	0	195	2	1
Wikiquote	ckb	Wq/ckb	260	14	0	0	62	1	1
Wikibooks	bhi	Wb/bhi	6	4	0	0	3	1	1
Wikibooks	om	Wb/om	33	6	0	0	8	5	1
Wikiquote	mk	Wq/mk	22	4	0	0	5	1	1
Wikinews	af	Wn/af	301	17	0	0	134	1	1
Wikiquote	skr	Wq/skr	136	10	738	0	67	2	1
