Project	Language Code	Prefix	Edits	Editors	Pages	Bytes removed (30d)	Bytes added (30d)	Avg monthly edits	Avg monthly editors
Wikipedia	atv	Wp/atv	202	52	0	0	36	3	1
Wikiquote	jax	Wq/jax	1	1	0	0	1	1	1
Wikipedia	smw	Wp/smw	28	15	0	0	9	5	1
Wikipedia	bph	Wp/bph	10	5	0	0	4	1	1
Wikipedia	tab	Wp/tab	99	32	0	0	16	1	1
Wikipedia	ccp	Wp/ccp	148	22	55	0	33	2	1
Wikiquote	tt	Wq/tt	2227	38	224	0	342	9	1
Wikipedia	tvx	Wp/tvx	6052	13	0	-53	1403	1	1
Wikipedia	czo	Wp/czo	100	7	0	0	48	2	1
Wiktionary	ban	Wt/ban	2720	52	0	0	1003	10	1
Wikipedia	frs	Wp/frs	1154	14	0	0	195	2	1
Wikiquote	ckb	Wq/ckb	260	14	0	0	62	1	1
Wiktionary	mag	Wt/mag	69	2	256536	0	35	8	1
Wikibooks	bhi	Wb/bhi	6	4	0	0	3	1	1
Wiktionary	sn	Wt/sn	2848	7	266	0	1557	126	1
Wikibooks	om	Wb/om	33	6	0	0	8	5	1
Wikinews	af	Wn/af	301	17	0	0	134	1	1
Wikinews	hi	Wn/hi	1092	53	0	0	270	1	1
Wikipedia	non	Wp/non	745	57	62	0	120	1	1
Wikinews	om	Wn/om	15	3	0	0	3	11	1
Wikivoyage	ur	Wy/ur	809	25	0	0	284	2	1
Wikipedia	phr	Wp/phr	263	19	9844	-75	70	59	1
Wikinews	yue	Wn/yue	641	36	0	0	180	1	1
Wikipedia	sma	Wp/sma	976	57	0	0	231	1	1
Wikipedia	bzj	Wp/bzj	746	18	0	0	242	11	1
Wikipedia	crx	Wp/crx	1	1	0	0	1	1	1
Wikipedia	evn	Wp/evn	345	52	0	0	49	1	1
Wikiquote	ary	Wq/ary	2	2	0	0	2	1	1
Wikipedia	har	Wp/har	1	1	0	0	1	1	1
Wiktionary	lfn	Wt/lfn	546	12	0	0	130	1	1
Wikibooks	ban	Wb/ban	8	4	0	0	6	1	1
Wiktionary	sco	Wt/sco	6216	297	0	0	1734	1	1
Wikibooks	yi	Wb/yi	101	8	0	0	15	6	1
Wikipedia	mor	Wp/mor	4	2	0	0	3	3	1
Wikinews	ee	Wn/ee	4	2	0	0	1	1	1
Wikivoyage	la	Wy/la	578	21	0	0	95	2	1
Wikipedia	njo	Wp/njo	165	19	0	0	14	1	1
Wikinews	nap	Wn/nap	87	9	0	0	25	4	1
Wikipedia	pal	Wp/pal	8	4	0	0	1	1	1
Wikinews	ur	Wn/ur	8886	32	0	0	4007	1	1
Wikipedia	rmc	Wp/rmc	7113	35	0	-3263	1788	71	1
Wikipedia	bgp	Wp/bgp	57	16	0	0	19	3	1
Wikiquote	mt	Wq/mt	18	4	982	-242	13	2	1
Wikipedia	std	Wp/std	1	1	0	0	1	1	1
Wikipedia	btx	Wp/btx	50	18	45	-1108	11	6	1
Wikiquote	sn	Wq/sn	133	3	0	0	51	8	1
Wikipedia	tmr	Wp/tmr	959	26	0	0	157	35	1
Wikipedia	cop	Wp/cop	9803	96	1496	-122	1722	96	1
Wikipedia	esu	Wp/esu	1483	35	0	0	312	1	1
Wiktionary	evn	Wt/evn	75	4	0	0	27	1	1
Wikiquote	aa	Wq/aa	6	2	21	0	3	4	1
Wikipedia	gyn	Wp/gyn	97	7	0	0	15	1	1
Wiktionary	knc	Wt/knc	272	4	5215	-102	68	7	1
Wikipedia	izh	Wp/izh	334	43	1743	0	20	5	1
Wikibooks	arz	Wb/arz	38	8	0	0	5	1	1
Wiktionary	rm	Wt/rm	24	6	0	0	16	2	1
Wikibooks	mh	Wb/mh	1	1	0	0	1	1	1
Wiktionary	xkv	Wt/xkv	4	2	0	0	1	3	1
Wikipedia	lrc	Wp/lrc	229	23	226	0	90	1	1
Wikivoyage	co	Wy/co	65	8	0	0	12	2	1
Wikinews	bjn	Wn/bjn	14	5	0	0	9	1	1
Wikipedia	niq	Wp/niq	387	9	0	0	127	3	1
Wikinews	mni	Wn/mni	140	9	0	0	40	1	1
Wikivoyage	sq	Wy/sq	88	14	0	0	19	3	1
Wikipedia	orh	Wp/orh	42	5	0	0	6	1	1
Wikinews	tg	Wn/tg	803	18	0	0	419	1	1
Wikipedia	rhg	Wp/rhg	28	8	0	0	13	1	1
Wikipedia	akk	Wp/akk	36	7	0	0	7	1	1
Wikipedia	sgy	Wp/sgy	6	1	0	0	5	6	1
Wikipedia	bfa	Wp/bfa	9	4	0	0	5	1	1
Wikiquote	mnc	Wq/mnc	65	6	0	0	15	1	1
Wikipedia	tkr	Wp/tkr	39	17	0	0	9	1	1
Wikipedia	clw	Wp/clw	72	29	0	0	12	1	1
Wiktionary	aer	Wt/aer	72	1	0	0	30	50	1
Wikipedia	enf	Wp/enf	631	26	0	0	195	1	1
Wiktionary	crh	Wt/crh	970	14	0	0	270	1	1
Wiktionary	ket	Wt/ket	1	1	0	0	1	1	1
Wikibooks	agx	Wb/agx	1	1	0	0	1	1	1
Wiktionary	ota	Wt/ota	31	12	0	0	10	5	1
Wikipedia	kip	Wp/kip	1426	19	56	-127	158	1	1
Wikibooks	khw	Wb/khw	17	7	0	0	10	4	1
Wiktionary	ve	Wt/ve	104	1	229	0	94	94	1
Wikipedia	lki	Wp/lki	7081	67	39	0	3259	4	1
Wikivoyage	bg	Wy/bg	494	26	39	-65	127	2	1
Wikipedia	mjw	Wp/mjw	13	3	0	0	4	1	1
Wikinews	bcc	Wn/bcc	39	10	0	0	18	1	1
Wikivoyage	kjh	Wy/kjh	3	1	0	0	3	3	1
Wikinews	km	Wn/km	3	2	0	0	1	1	1
Wikivoyage	ryu	Wy/ryu	308	15	0	0	110	1	1
Wikipedia	oj	Wp/oj	14	5	0	0	2	1	1
Wikinews	skr	Wn/skr	226	20	0	0	79	3	1
Wikipedia	aii	Wp/aii	164	12	18177	-158	59	1	1
Wikipedia	sel	Wp/sel	522	30	3584	0	141	17	1
Wikipedia	bem	Wp/bem	5	5	0	0	3	1	1
Wikiquote	khw	Wq/khw	42	8	0	0	16	6	1
Wikipedia	srh	Wp/srh	35	7	111	0	14	7	1
Wikiquote	ps	Wq/ps	368	30	0	0	147	4	1
Wikipedia	tig	Wp/tig	330	6	0	0	79	4	1
Wiktionary	ab	Wt/ab	125	17	0	0	80	2	1
Wikipedia	udi	Wp/udi	51	23	0	0	8	1	1
Wikipedia	yai	Wp/yai	902	48	0	0	270	19	1
Wikipedia	gdo	Wp/gdo	218	19	0	0	72	7	1
Wiktionary	jkr	Wt/jkr	14	1	0	0	14	14	1
Wikipedia	ibb	Wp/ibb	971	29	0	0	203	2	1
Wikipedia	lif	Wp/lif	142	22	12	0	20	1	1
Wikibooks	scn	Wb/scn	4	3	0	0	2	2	1
Wikivoyage	ba	Wy/ba	418	15	0	0	54	1	1
Wikipedia	mgp	Wp/mgp	70	9	0	0	9	1	1
Wikinews	arz	Wn/arz	2	2	0	0	2	1	1
Wikipedia	nys	Wp/nys	13322	132	371	0	797	3	1
Wikinews	sah	Wn/sah	135	8	0	0	31	1	1
Wikipedia	pst	Wp/pst	17	7	0	0	1	1	1
Wikipedia	sda	Wp/sda	3	2	0	0	1	2	1
Wikipedia	bca	Wp/bca	1455	7	0	-60	900	5	1
Wikiquote	jv	Wq/jv	265	15	0	0	171	1	1
Wikipedia	snd	Wp/snd	12	5	0	0	1	1	1
